Sort,Colony,Count_type,Height_m,Counter,Count,percent_Input,Notes
1,1,Retreived_skewers,n/a,AA,636,NA,This is the true number of individuals for the colony
2,2,Retreived_skewers,n/a,AA,463,NA,This is the true number of individuals for the colony
3,3,Retreived_skewers,n/a,AA,547,NA,This is the true number of individuals for the colony
4,4,Retreived_skewers,n/a,AA,504,NA,This is the true number of individuals for the colony
5,6,Retreived_skewers,n/a,AA,863,NA,This is the true number of individuals for the colony
6,10,Retreived_skewers,n/a,AA,563,NA,This is the true number of individuals for the colony
7,7,Retreived_skewers,n/a,AA,839,NA,This is the true number of individuals for the colony
8,8,Retreived_skewers,n/a,AA,843,NA,This is the true number of individuals for the colony
9,9,Retreived_skewers,n/a,AA,977,NA,This is the true number of individuals for the colony
10,5,Retreived_skewers,n/a,AA,1017,NA,This is the true number of individuals for the colony
11,1,Ground,n/a,GA,391,NA,
12,1,Ground,n/a,GB,709,NA,
13,1,Ground,n/a,GC,520,NA,
14,1,Ground,n/a,GD,541,NA,
15,1,Ground,n/a,GE,579,NA,
16,1,Ground,n/a,GF,569,NA,
17,1,Ground,n/a,GG,584,NA,
18,2,Ground,n/a,GA,405,NA,
19,2,Ground,n/a,GB,479,NA,
20,2,Ground,n/a,GC,685,NA,
21,2,Ground,n/a,GD,424,NA,
22,2,Ground,n/a,GE,461,NA,
23,2,Ground,n/a,GF,477,NA,
24,2,Ground,n/a,GG,423,NA,
25,3,Ground,n/a,GA,730,NA,
26,3,Ground,n/a,GB,551,NA,
27,3,Ground,n/a,GC,650,NA,
28,3,Ground,n/a,GD,563,NA,
29,3,Ground,n/a,GE,602,NA,
30,3,Ground,n/a,GF,468,NA,
31,3,Ground,n/a,GG,479,NA,
32,4,Ground,n/a,GA,413,NA,
33,4,Ground,n/a,GB,489,NA,
34,4,Ground,n/a,GC,720,NA,
35,4,Ground,n/a,GD,486,NA,
36,4,Ground,n/a,GE,496,NA,
37,4,Ground,n/a,GF,365,NA,
38,4,Ground,n/a,GG,427,NA,
39,6,Ground,n/a,GA,581,NA,
40,6,Ground,n/a,GB,670,NA,
41,6,Ground,n/a,GC,1120,NA,
42,6,Ground,n/a,GD,714,NA,
43,6,Ground,n/a,GE,669,NA,
44,6,Ground,n/a,GF,640,NA,
45,6,Ground,n/a,GG,634,NA,
46,10,Ground,n/a,GA,413,NA,
47,10,Ground,n/a,GB,491,NA,
48,10,Ground,n/a,GC,570,NA,
49,10,Ground,n/a,GD,506,NA,
50,10,Ground,n/a,GE,425,NA,
51,10,Ground,n/a,GF,481,NA,
52,10,Ground,n/a,GG,438,NA,
53,7,Ground,n/a,GA,745,NA,
54,7,Ground,n/a,GC,950,NA,
55,7,Ground,n/a,GD,757,NA,
56,7,Ground,n/a,GF,550,NA,
57,7,Ground,n/a,GG,691,NA,
58,8,Ground,n/a,GA,726,NA,
59,8,Ground,n/a,GC,1115,NA,
60,8,Ground,n/a,GD,776,NA,
61,8,Ground,n/a,GF,410,NA,
62,8,Ground,n/a,GG,661,NA,
63,9,Ground,n/a,GA,635,NA,
64,9,Ground,n/a,GC,982,NA,
65,9,Ground,n/a,GD,970,NA,
66,9,Ground,n/a,GF,731,NA,
67,9,Ground,n/a,GG,701,NA,
68,5,Ground,n/a,GA,828,NA,
69,5,Ground,n/a,GD,898,NA,
70,5,Ground,n/a,GF,917,NA,
71,5,Ground,n/a,GG,867,NA,
72,1,UAV_manual,30,MA,634,NA,
73,2,UAV_manual,30,MA,465,NA,
74,3,UAV_manual,30,MA,549,NA,
75,4,UAV_manual,30,MA,503,NA,
76,5,UAV_manual,30,MA,1022,NA,
77,6,UAV_manual,30,MA,858,NA,
78,7,UAV_manual,30,MA,839,NA,
79,8,UAV_manual,30,MA,846,NA,
80,9,UAV_manual,30,MA,965,NA,
81,10,UAV_manual,30,MA,563,NA,
82,1,UAV_manual,120,MB,627,NA,
83,2,UAV_manual,120,MB,471,NA,
84,3,UAV_manual,120,MB,558,NA,
85,4,UAV_manual,120,MB,496,NA,
86,5,UAV_manual,120,MB,543,NA,
87,6,UAV_manual,120,MB,854,NA,
88,7,UAV_manual,120,MB,818,NA,
89,8,UAV_manual,120,MB,561,NA,
90,9,UAV_manual,120,MB,639,NA,
91,10,UAV_manual,120,MB,529,NA,
92,1,UAV_manual,60,MC,634,NA,
93,2,UAV_manual,60,MC,464,NA,
94,3,UAV_manual,60,MC,549,NA,
95,4,UAV_manual,60,MC,499,NA,
96,5,UAV_manual,60,MC,911,NA,
97,6,UAV_manual,60,MC,854,NA,
98,7,UAV_manual,60,MC,837,NA,
99,8,UAV_manual,60,MC,837,NA,
100,9,UAV_manual,60,MC,960,NA,
101,10,UAV_manual,60,MC,564,NA,
102,1,UAV_manual,30,MD,634,NA,
103,2,UAV_manual,30,MD,466,NA,
104,3,UAV_manual,30,MD,549,NA,
105,4,UAV_manual,30,MD,500,NA,
106,5,UAV_manual,30,MD,1011,NA,
107,6,UAV_manual,30,MD,859,NA,
108,7,UAV_manual,30,MD,838,NA,
109,8,UAV_manual,30,MD,840,NA,
110,9,UAV_manual,30,MD,928,NA,
111,10,UAV_manual,30,MD,562,NA,
112,1,UAV_manual,120,ME,623,NA,
113,2,UAV_manual,120,ME,464,NA,
114,3,UAV_manual,120,ME,555,NA,
115,4,UAV_manual,120,ME,494,NA,
116,5,UAV_manual,120,ME,620,NA,
117,6,UAV_manual,120,ME,846,NA,
118,7,UAV_manual,120,ME,825,NA,
119,8,UAV_manual,120,ME,632,NA,
120,9,UAV_manual,120,ME,565,NA,
121,10,UAV_manual,120,ME,413,NA,
122,1,UAV_manual,120,MF,624,NA,
123,2,UAV_manual,120,MF,454,NA,
124,3,UAV_manual,120,MF,543,NA,
125,4,UAV_manual,120,MF,487,NA,
126,5,UAV_manual,120,MF,723,NA,
127,6,UAV_manual,120,MF,860,NA,
128,7,UAV_manual,120,MF,839,NA,
129,8,UAV_manual,120,MF,663,NA,
130,9,UAV_manual,120,MF,642,NA,
131,10,UAV_manual,120,MF,488,NA,
132,1,UAV_manual,120,MG,646,NA,
133,2,UAV_manual,120,MG,464,NA,
134,3,UAV_manual,120,MG,552,NA,
135,4,UAV_manual,120,MG,486,NA,
136,5,UAV_manual,120,MG,802,NA,
137,6,UAV_manual,120,MG,858,NA,
138,7,UAV_manual,120,MG,838,NA,
139,8,UAV_manual,120,MG,765,NA,
140,9,UAV_manual,120,MG,710,NA,
141,10,UAV_manual,120,MG,613,NA,
142,1,UAV_manual,120,MH,618,NA,
143,2,UAV_manual,120,MH,458,NA,
144,3,UAV_manual,120,MH,544,NA,
145,4,UAV_manual,120,MH,512,NA,
146,5,UAV_manual,120,MH,736,NA,
147,6,UAV_manual,120,MH,845,NA,
148,7,UAV_manual,120,MH,824,NA,
149,8,UAV_manual,120,MH,602,NA,
150,9,UAV_manual,120,MH,570,NA,
151,10,UAV_manual,120,MH,524,NA,
152,1,UAV_manual,60,MI,633,NA,
153,2,UAV_manual,60,MI,464,NA,
154,3,UAV_manual,60,MI,549,NA,
155,4,UAV_manual,60,MI,498,NA,
156,5,UAV_manual,60,MI,874,NA,
157,6,UAV_manual,60,MI,856,NA,
158,7,UAV_manual,60,MI,837,NA,
159,8,UAV_manual,60,MI,833,NA,
160,9,UAV_manual,60,MI,924,NA,
161,10,UAV_manual,60,MI,563,NA,
162,1,UAV_manual,30,MJ,634,NA,
163,2,UAV_manual,30,MJ,465,NA,
164,3,UAV_manual,30,MJ,548,NA,
165,4,UAV_manual,30,MJ,503,NA,
166,5,UAV_manual,30,MJ,995,NA,
167,6,UAV_manual,30,MJ,857,NA,
168,7,UAV_manual,30,MJ,831,NA,
169,8,UAV_manual,30,MJ,842,NA,
170,9,UAV_manual,30,MJ,976,NA,
171,10,UAV_manual,30,MJ,563,NA,
172,1,UAV_manual,90,MK,637,NA,
173,2,UAV_manual,90,MK,466,NA,
174,3,UAV_manual,90,MK,553,NA,
175,4,UAV_manual,90,MK,510,NA,
176,5,UAV_manual,90,MK,875,NA,
177,6,UAV_manual,90,MK,860,NA,
178,7,UAV_manual,90,MK,836,NA,
179,8,UAV_manual,90,MK,821,NA,
180,9,UAV_manual,90,MK,931,NA,
181,10,UAV_manual,90,MK,563,NA,
182,1,UAV_manual,60,ML,632,NA,
183,2,UAV_manual,60,ML,464,NA,
184,3,UAV_manual,60,ML,547,NA,
185,4,UAV_manual,60,ML,497,NA,
186,5,UAV_manual,60,ML,899,NA,
187,6,UAV_manual,60,ML,861,NA,
188,7,UAV_manual,60,ML,835,NA,
189,8,UAV_manual,60,ML,853,NA,
190,9,UAV_manual,60,ML,972,NA,
191,10,UAV_manual,60,ML,562,NA,
192,1,UAV_manual,90,MM,622,NA,
193,2,UAV_manual,90,MM,460,NA,
194,3,UAV_manual,90,MM,545,NA,
195,4,UAV_manual,90,MM,510,NA,
196,5,UAV_manual,90,MM,799,NA,
197,6,UAV_manual,90,MM,849,NA,
198,7,UAV_manual,90,MM,825,NA,
199,8,UAV_manual,90,MM,799,NA,
200,9,UAV_manual,90,MM,872,NA,
201,10,UAV_manual,90,MM,551,NA,
202,1,UAV_manual,30,MN,634,NA,
203,2,UAV_manual,30,MN,465,NA,
204,3,UAV_manual,30,MN,549,NA,
205,4,UAV_manual,30,MN,502,NA,
206,5,UAV_manual,30,MN,1015,NA,
207,6,UAV_manual,30,MN,858,NA,
208,7,UAV_manual,30,MN,839,NA,
209,8,UAV_manual,30,MN,842,NA,
210,9,UAV_manual,30,MN,959,NA,
211,10,UAV_manual,30,MN,563,NA,
212,1,UAV_manual,30,MO,634,NA,
213,2,UAV_manual,30,MO,467,NA,
214,3,UAV_manual,30,MO,550,NA,
215,4,UAV_manual,30,MO,503,NA,
216,5,UAV_manual,30,MO,1018,NA,
217,6,UAV_manual,30,MO,862,NA,
218,7,UAV_manual,30,MO,841,NA,
219,8,UAV_manual,30,MO,850,NA,
220,9,UAV_manual,30,MO,991,NA,
221,10,UAV_manual,30,MO,565,NA,
222,1,UAV_manual,30,MP,635,NA,
223,2,UAV_manual,30,MP,465,NA,
224,3,UAV_manual,30,MP,549,NA,
225,4,UAV_manual,30,MP,503,NA,
226,5,UAV_manual,30,MP,1010,NA,
227,6,UAV_manual,30,MP,860,NA,
228,7,UAV_manual,30,MP,839,NA,
229,8,UAV_manual,30,MP,833,NA,
230,9,UAV_manual,30,MP,958,NA,
231,10,UAV_manual,30,MP,563,NA,
232,1,UAV_manual,30,MQ,632,NA,
233,2,UAV_manual,30,MQ,465,NA,
234,3,UAV_manual,30,MQ,549,NA,
235,4,UAV_manual,30,MQ,500,NA,
236,5,UAV_manual,30,MQ,1009,NA,
237,6,UAV_manual,30,MQ,858,NA,
238,7,UAV_manual,30,MQ,835,NA,
239,8,UAV_manual,30,MQ,838,NA,
240,9,UAV_manual,30,MQ,928,NA,
241,10,UAV_manual,30,MQ,561,NA,
242,1,UAV_manual,90,MR,612,NA,
243,2,UAV_manual,90,MR,465,NA,
244,3,UAV_manual,90,MR,549,NA,
245,4,UAV_manual,90,MR,500,NA,
246,5,UAV_manual,90,MR,894,NA,
247,6,UAV_manual,90,MR,859,NA,
248,7,UAV_manual,90,MR,834,NA,
249,8,UAV_manual,90,MR,812,NA,
250,9,UAV_manual,90,MR,893,NA,
251,10,UAV_manual,90,MR,563,NA,
252,1,UAV_manual,120,MS,630,NA,
253,2,UAV_manual,120,MS,465,NA,
254,3,UAV_manual,120,MS,557,NA,
255,4,UAV_manual,120,MS,497,NA,
256,5,UAV_manual,120,MS,881,NA,
257,6,UAV_manual,120,MS,862,NA,
258,7,UAV_manual,120,MS,833,NA,
259,8,UAV_manual,120,MS,642,NA,
260,9,UAV_manual,120,MS,838,NA,
261,10,UAV_manual,120,MS,588,NA,
262,1,UAV_manual,60,MT,635,NA,
263,2,UAV_manual,60,MT,465,NA,
264,3,UAV_manual,60,MT,549,NA,
265,4,UAV_manual,60,MT,504,NA,
266,5,UAV_manual,60,MT,964,NA,
267,6,UAV_manual,60,MT,857,NA,
268,7,UAV_manual,60,MT,840,NA,
269,8,UAV_manual,60,MT,840,NA,
270,9,UAV_manual,60,MT,986,NA,
271,10,UAV_manual,60,MT,562,NA,
272,1,UAV_manual,90,MU,634,NA,
273,2,UAV_manual,90,MU,467,NA,
274,3,UAV_manual,90,MU,551,NA,
275,4,UAV_manual,90,MU,514,NA,
276,5,UAV_manual,90,MU,937,NA,
277,6,UAV_manual,90,MU,861,NA,
278,7,UAV_manual,90,MU,845,NA,
279,8,UAV_manual,90,MU,836,NA,
280,9,UAV_manual,90,MU,959,NA,
281,10,UAV_manual,90,MU,567,NA,
282,1,UAV_manual,120,MV,627,NA,
283,2,UAV_manual,120,MV,462,NA,
284,3,UAV_manual,120,MV,551,NA,
285,4,UAV_manual,120,MV,492,NA,
286,5,UAV_manual,120,MV,698,NA,
287,6,UAV_manual,120,MV,862,NA,
288,7,UAV_manual,120,MV,836,NA,
289,8,UAV_manual,120,MV,736,NA,
290,9,UAV_manual,120,MV,746,NA,
291,10,UAV_manual,120,MV,446,NA,
292,1,UAV_manual,60,MW,633,NA,
293,2,UAV_manual,60,MW,465,NA,
294,3,UAV_manual,60,MW,551,NA,
295,4,UAV_manual,60,MW,509,NA,
296,5,UAV_manual,60,MW,947,NA,
297,6,UAV_manual,60,MW,860,NA,
298,7,UAV_manual,60,MW,862,NA,
299,8,UAV_manual,60,MW,857,NA,
300,9,UAV_manual,60,MW,991,NA,
301,10,UAV_manual,60,MW,573,NA,
302,1,UAV_manual,90,MX,631,NA,
303,2,UAV_manual,90,MX,462,NA,
304,3,UAV_manual,90,MX,550,NA,
305,4,UAV_manual,90,MX,511,NA,
306,5,UAV_manual,90,MX,660,NA,
307,6,UAV_manual,90,MX,853,NA,
308,7,UAV_manual,90,MX,832,NA,
309,8,UAV_manual,90,MX,823,NA,
310,9,UAV_manual,90,MX,925,NA,
311,10,UAV_manual,90,MX,550,NA,
312,1,UAV_manual,60,MY,634,NA,
313,2,UAV_manual,60,MY,464,NA,
314,3,UAV_manual,60,MY,549,NA,
315,4,UAV_manual,60,MY,504,NA,
316,5,UAV_manual,60,MY,1000,NA,
317,6,UAV_manual,60,MY,858,NA,
318,7,UAV_manual,60,MY,838,NA,
319,8,UAV_manual,60,MY,842,NA,
320,9,UAV_manual,60,MY,971,NA,
321,10,UAV_manual,60,MY,562,NA,
322,1,UAV_manual,60,MZ,634,NA,
323,2,UAV_manual,60,MZ,465,NA,
324,3,UAV_manual,60,MZ,549,NA,
325,4,UAV_manual,60,MZ,500,NA,
326,5,UAV_manual,60,MZ,982,NA,
327,6,UAV_manual,60,MZ,858,NA,
328,7,UAV_manual,60,MZ,839,NA,
329,8,UAV_manual,60,MZ,847,NA,
330,9,UAV_manual,60,MZ,980,NA,
331,10,UAV_manual,60,MZ,567,NA,
332,1,UAV_manual,90,MAA,619,NA,
333,2,UAV_manual,90,MAA,456,NA,
334,3,UAV_manual,90,MAA,542,NA,
335,4,UAV_manual,90,MAA,491,NA,
336,5,UAV_manual,90,MAA,589,NA,
337,6,UAV_manual,90,MAA,857,NA,
338,7,UAV_manual,90,MAA,835,NA,
339,8,UAV_manual,90,MAA,794,NA,
340,9,UAV_manual,90,MAA,885,NA,
341,10,UAV_manual,90,MAA,557,NA,
342,1,UAV_manual,90,MBB,624,NA,
343,2,UAV_manual,90,MBB,462,NA,
344,3,UAV_manual,90,MBB,542,NA,
345,4,UAV_manual,90,MBB,502,NA,
346,5,UAV_manual,90,MBB,881,NA,
347,6,UAV_manual,90,MBB,857,NA,
348,7,UAV_manual,90,MBB,835,NA,
349,8,UAV_manual,90,MBB,796,NA,
350,9,UAV_manual,90,MBB,888,NA,
351,10,UAV_manual,90,MBB,564,NA,
352,1,UAV_manual,90,MCC,625,NA,
353,2,UAV_manual,90,MCC,461,NA,
354,3,UAV_manual,90,MCC,548,NA,
355,4,UAV_manual,90,MCC,501,NA,
356,5,UAV_manual,90,MCC,796,NA,
357,6,UAV_manual,90,MCC,857,NA,
358,7,UAV_manual,90,MCC,839,NA,
359,8,UAV_manual,90,MCC,828,NA,
360,9,UAV_manual,90,MCC,890,NA,
361,10,UAV_manual,90,MCC,547,NA,
1,1,Auto,30,Computer,627,1,
2,1,Auto,30,Computer,627,2,
3,1,Auto,30,Computer,628,3,
4,1,Auto,30,Computer,626,4,
5,1,Auto,30,Computer,629,5,
6,1,Auto,30,Computer,627,6,
7,1,Auto,30,Computer,629,7,
8,1,Auto,30,Computer,628,8,
9,1,Auto,30,Computer,628,9,
10,1,Auto,30,Computer,628,10,
11,1,Auto,30,Computer,628,11,
12,1,Auto,30,Computer,628,12,
13,1,Auto,30,Computer,628,13,
14,1,Auto,30,Computer,628,14,
15,1,Auto,30,Computer,628,15,
16,1,Auto,30,Computer,628,16,
17,1,Auto,30,Computer,628,17,
18,1,Auto,30,Computer,628,18,
19,1,Auto,30,Computer,628,19,
20,1,Auto,30,Computer,628,20,
21,1,Auto,30,Computer,628,21,
22,1,Auto,30,Computer,628,22,
23,1,Auto,30,Computer,628,23,
24,1,Auto,30,Computer,628,24,
25,1,Auto,30,Computer,628,25,
26,1,Auto,30,Computer,628,26,
27,1,Auto,30,Computer,628,27,
28,1,Auto,30,Computer,628,28,
29,1,Auto,30,Computer,628,29,
30,1,Auto,30,Computer,628,30,
31,2,Auto,30,Computer,481,1,
32,2,Auto,30,Computer,479,2,
33,2,Auto,30,Computer,475,3,
34,2,Auto,30,Computer,480,4,
35,2,Auto,30,Computer,477,5,
36,2,Auto,30,Computer,478,6,
37,2,Auto,30,Computer,475,7,
38,2,Auto,30,Computer,481,8,
39,2,Auto,30,Computer,476,9,
40,2,Auto,30,Computer,482,10,
41,2,Auto,30,Computer,478,11,
42,2,Auto,30,Computer,475,12,
43,2,Auto,30,Computer,477,13,
44,2,Auto,30,Computer,476,14,
45,2,Auto,30,Computer,478,15,
46,2,Auto,30,Computer,479,16,
47,2,Auto,30,Computer,479,17,
48,2,Auto,30,Computer,478,18,
49,2,Auto,30,Computer,477,19,
50,2,Auto,30,Computer,476,20,
51,2,Auto,30,Computer,478,21,
52,2,Auto,30,Computer,477,22,
53,2,Auto,30,Computer,475,23,
54,2,Auto,30,Computer,477,24,
55,2,Auto,30,Computer,477,25,
56,2,Auto,30,Computer,477,26,
57,2,Auto,30,Computer,477,27,
58,2,Auto,30,Computer,477,28,
59,2,Auto,30,Computer,478,29,
60,2,Auto,30,Computer,479,30,
61,3,Auto,30,Computer,556,1,
62,3,Auto,30,Computer,553,2,
63,3,Auto,30,Computer,551,3,
64,3,Auto,30,Computer,550,4,
65,3,Auto,30,Computer,550,5,
66,3,Auto,30,Computer,549,6,
67,3,Auto,30,Computer,551,7,
68,3,Auto,30,Computer,549,8,
69,3,Auto,30,Computer,550,9,
70,3,Auto,30,Computer,549,10,
71,3,Auto,30,Computer,550,11,
72,3,Auto,30,Computer,549,12,
73,3,Auto,30,Computer,549,13,
74,3,Auto,30,Computer,550,14,
75,3,Auto,30,Computer,549,15,
76,3,Auto,30,Computer,549,16,
77,3,Auto,30,Computer,549,17,
78,3,Auto,30,Computer,549,18,
79,3,Auto,30,Computer,549,19,
80,3,Auto,30,Computer,549,20,
81,3,Auto,30,Computer,549,21,
82,3,Auto,30,Computer,549,22,
83,3,Auto,30,Computer,549,23,
84,3,Auto,30,Computer,549,24,
85,3,Auto,30,Computer,549,25,
86,3,Auto,30,Computer,549,26,
87,3,Auto,30,Computer,549,27,
88,3,Auto,30,Computer,549,28,
89,3,Auto,30,Computer,549,29,
90,3,Auto,30,Computer,549,30,
91,4,Auto,30,Computer,546,1,
92,4,Auto,30,Computer,526,2,
93,4,Auto,30,Computer,514,3,
94,4,Auto,30,Computer,509,4,
95,4,Auto,30,Computer,518,5,
96,4,Auto,30,Computer,505,6,
97,4,Auto,30,Computer,503,7,
98,4,Auto,30,Computer,506,8,
99,4,Auto,30,Computer,501,9,
100,4,Auto,30,Computer,498,10,
101,4,Auto,30,Computer,500,11,
102,4,Auto,30,Computer,502,12,
103,4,Auto,30,Computer,503,13,
104,4,Auto,30,Computer,501,14,
105,4,Auto,30,Computer,504,15,
106,4,Auto,30,Computer,501,16,
107,4,Auto,30,Computer,500,17,
108,4,Auto,30,Computer,503,18,
109,4,Auto,30,Computer,502,19,
110,4,Auto,30,Computer,504,20,
111,4,Auto,30,Computer,500,21,
112,4,Auto,30,Computer,502,22,
113,4,Auto,30,Computer,502,23,
114,4,Auto,30,Computer,504,24,
115,4,Auto,30,Computer,502,25,
116,4,Auto,30,Computer,504,26,
117,4,Auto,30,Computer,503,27,
118,4,Auto,30,Computer,502,28,
119,4,Auto,30,Computer,504,29,
120,4,Auto,30,Computer,502,30,
121,5,Auto,30,Computer,1286,1,
122,5,Auto,30,Computer,1258,2,
123,5,Auto,30,Computer,1179,3,
124,5,Auto,30,Computer,1175,4,
125,5,Auto,30,Computer,1169,5,
126,5,Auto,30,Computer,1141,6,
127,5,Auto,30,Computer,1132,7,
128,5,Auto,30,Computer,1138,8,
129,5,Auto,30,Computer,1121,9,
130,5,Auto,30,Computer,1115,10,
131,5,Auto,30,Computer,1130,11,
132,5,Auto,30,Computer,1110,12,
133,5,Auto,30,Computer,1114,13,
134,5,Auto,30,Computer,1108,14,
135,5,Auto,30,Computer,1105,15,
136,5,Auto,30,Computer,1111,16,
137,5,Auto,30,Computer,1111,17,
138,5,Auto,30,Computer,1100,18,
139,5,Auto,30,Computer,1099,19,
140,5,Auto,30,Computer,1100,20,
141,5,Auto,30,Computer,1097,21,
142,5,Auto,30,Computer,1106,22,
143,5,Auto,30,Computer,1099,23,
144,5,Auto,30,Computer,1097,24,
145,5,Auto,30,Computer,1097,25,
146,5,Auto,30,Computer,1101,26,
147,5,Auto,30,Computer,1096,27,
148,5,Auto,30,Computer,1098,28,
149,5,Auto,30,Computer,1097,29,
150,5,Auto,30,Computer,1095,30,
151,6,Auto,30,Computer,910,1,
152,6,Auto,30,Computer,941,2,
153,6,Auto,30,Computer,964,3,
154,6,Auto,30,Computer,906,4,
155,6,Auto,30,Computer,926,5,
